"","Dataset","Subject","Activity","Measurement","Value"
"11148","train","21","WALKING","tBodyAccJerk-mean-Y",0.00235197553846154
"11149","train","21","WALKING","tBodyAccJerk-mean-Z",-0.0101813421307692
"11150","train","21","WALKING","tBodyAccJerk-std-X",-0.114888873837692
"11151","train","21","WALKING","tBodyAccJerk-std-Y",-0.0347143855729423
"11152","train","21","WALKING","tBodyAccJerk-std-Z",-0.425142604807692
"11153","train","21","WALKING","tBodyAccJerkMag-mean",-0.148138991523077
"11154","train","21","WALKING","tBodyAccJerkMag-std",-0.0838487968942308
"11155","train","21","WALKING","tBodyAccMag-mean",-0.123455661519231
"11156","train","21","WALKING","tBodyAccMag-std",-0.299709752173077
"11157","train","21","WALKING","tBodyGyro-mean-X",-0.0459323393842308
"11158","train","21","WALKING","tBodyGyro-mean-Y",-0.0590294439942308
"11159","train","21","WALKING","tBodyGyro-mean-Z",0.0983715930038462
"11160","train","21","WALKING","tBodyGyro-std-X",-0.432232883846154
"11161","train","21","WALKING","tBodyGyro-std-Y",-0.397892316730769
"11162","train","21","WALKING","tBodyGyro-std-Z",-0.311875599423077
"11163","train","21","WALKING","tBodyGyroJerk-mean-X",-0.0868767709153846
"11164","train","21","WALKING","tBodyGyroJerk-mean-Y",-0.0515650260576923
"11165","train","21","WALKING","tBodyGyroJerk-mean-Z",-0.0621192104076923
"11166","train","21","WALKING","tBodyGyroJerk-std-X",-0.238908311384615
"11167","train","21","WALKING","tBodyGyroJerk-std-Y",-0.482854309807692
"11168","train","21","WALKING","tBodyGyroJerk-std-Z",-0.494927657115385
"11169","train","21","WALKING","tBodyGyroJerkMag-mean",-0.426930725
"11170","train","21","WALKING","tBodyGyroJerkMag-std",-0.450369988846154
"11171","train","21","WALKING","tBodyGyroMag-mean",-0.284775644807692
"11172","train","21","WALKING","tBodyGyroMag-std",-0.408304434423077
"11173","train","21","WALKING","tGravityAcc-mean-X",0.862524800961538
"11174","train","21","WALKING","tGravityAcc-mean-Y",-0.370984549423077
"11175","train","21","WALKING","tGravityAcc-mean-Z",-0.220947960192308
"11176","train","21","WALKING","tGravityAcc-std-X",-0.969576355384615
"11177","train","21","WALKING","tGravityAcc-std-Y",-0.964144520576923
"11178","train","21","WALKING","tGravityAcc-std-Z",-0.974939388076923
"11179","train","21","WALKING","tGravityAccMag-mean",-0.123455661519231
"11180","train","21","WALKING","tGravityAccMag-std",-0.299709752173077
"11181","train","21","WALKING_DOWNSTAIRS","a(tBodyAccJerkMean),gravityMean)",-0.0416673577777778
"11182","train","21","WALKING_DOWNSTAIRS","a(tBodyAccMean,gravity)",0.0325317716666667
"11183","train","21","WALKING_DOWNSTAIRS","a(tBodyGyroJerkMean,gravityMean)",-0.06503926268
"11184","train","21","WALKING_DOWNSTAIRS","a(tBodyGyroMean,gravityMean)",0.345962371111111
"11185","train","21","WALKING_DOWNSTAIRS","a(X,gravityMean)",-0.609997020444444
"11186","train","21","WALKING_DOWNSTAIRS","a(Y,gravityMean)",0.331093236666667
"11187","train","21","WALKING_DOWNSTAIRS","a(Z,gravityMean)",0.153317356444444
"11188","train","21","WALKING_DOWNSTAIRS","fBodyAcc-mean-X",0.104323529982222
"11189","train","21","WALKING_DOWNSTAIRS","fBodyAcc-mean-X.1",-0.437231469111111
"11190","train","21","WALKING_DOWNSTAIRS","fBodyAcc-mean-Y",0.181138042506667
"11191","train","21","WALKING_DOWNSTAIRS","fBodyAcc-mean-Y.1",-0.146948731184444
"11192","train","21","WALKING_DOWNSTAIRS","fBodyAcc-mean-Z",-0.0769713066866667
"11193","train","21","WALKING_DOWNSTAIRS","fBodyAcc-mean-Z.1",0.132318102757111
"11194","train","21","WALKING_DOWNSTAIRS","fBodyAcc-std-X",0.266987750733333
"11195","train","21","WALKING_DOWNSTAIRS","fBodyAcc-std-Y",0.277894323022222
"11196","train","21","WALKING_DOWNSTAIRS","fBodyAcc-std-Z",-0.145081705591111
"11197","train","21","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-X",-0.0377894711288889
"11198","train","21","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-X.1",-0.288856976111111
"11199","train","21","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Y",-0.107306347733333
"11200","train","21","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Y.1",-0.431506656453333
"11201","train","21","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Z",-0.196838264546667
"11202","train","21","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Z.1",-0.304566054624444
"11203","train","21","WALKING_DOWNSTAIRS","fBodyAccJerk-std-X",-0.0463867896444444
"11204","train","21","WALKING_DOWNSTAIRS","fBodyAccJerk-std-Y",-0.113161860322222
"11205","train","21","WALKING_DOWNSTAIRS","fBodyAccJerk-std-Z",-0.293237567085333
"11206","train","21","WALKING_DOWNSTAIRS","fBodyAccJerkMag-mean",0.112442619741778
"11207","train","21","WALKING_DOWNSTAIRS","fBodyAccJerkMag-mean.1",0.01064073576
"11208","train","21","WALKING_DOWNSTAIRS","fBodyAccJerkMag-std",0.06320531452
"11209","train","21","WALKING_DOWNSTAIRS","fBodyAccMag-mean",0.239895893822222
"11210","train","21","WALKING_DOWNSTAIRS","fBodyAccMag-mean.1",0.0117020858033333
"11211","train","21","WALKING_DOWNSTAIRS","fBodyAccMag-std",0.0791271386644444
"11212","train","21","WALKING_DOWNSTAIRS","fBodyGyro-mean-X",-0.366748752888889
"11213","train","21","WALKING_DOWNSTAIRS","fBodyGyro-mean-X.1",-0.221663381608889
"11214","train","21","WALKING_DOWNSTAIRS","fBodyGyro-mean-Y",-0.308879866288889
"11215","train","21","WALKING_DOWNSTAIRS","fBodyGyro-mean-Y.1",0.0476218594644444
"11216","train","21","WALKING_DOWNSTAIRS","fBodyGyro-mean-Z",-0.238221682666667
"11217","train","21","WALKING_DOWNSTAIRS","fBodyGyro-mean-Z.1",-0.0827761198333333
"11218","train","21","WALKING_DOWNSTAIRS","fBodyGyro-std-X",-0.469790144111111
"11219","train","21","WALKING_DOWNSTAIRS","fBodyGyro-std-Y",-0.388418746666667
"11220","train","21","WALKING_DOWNSTAIRS","fBodyGyro-std-Z",-0.450772139111111
"11221","train","21","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean",-0.490804948444444
"11222","train","21","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean.1",0.221357994106667
"11223","train","21","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-std",-0.571666834444444
"11224","train","21","WALKING_DOWNSTAIRS","fBodyGyroMag-mean",-0.406392284444444
"11225","train","21","WALKING_DOWNSTAIRS","fBodyGyroMag-mean.1",0.130888037993333
"11226","train","21","WALKING_DOWNSTAIRS","fBodyGyroMag-std",-0.484489974222222
"11227","train","21","WALKING_DOWNSTAIRS","tBodyAcc-mean-X",0.3014610196
"11228","train","21","WALKING_DOWNSTAIRS","tBodyAcc-mean-Y",-0.0173195390157778
"11229","train","21","WALKING_DOWNSTAIRS","tBodyAcc-mean-Z",-0.09816866218
"11230","train","21","WALKING_DOWNSTAIRS","tBodyAcc-std-X",0.224343492244444
"11231","train","21","WALKING_DOWNSTAIRS","tBodyAcc-std-Y",0.301336399711111
"11232","train","21","WALKING_DOWNSTAIRS","tBodyAcc-std-Z",-0.0717893558666667
"11233","train","21","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-X",0.0901452883333333
"11234","train","21","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-Y",-0.0213998492444444
"11235","train","21","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-Z",-0.0125551085533333
"11236","train","21","WALKING_DOWNSTAIRS","tBodyAccJerk-std-X",0.00214655719111111
"11237","train","21","WALKING_DOWNSTAIRS","tBodyAccJerk-std-Y",-0.0796009757622222
"11238","train","21","WALKING_DOWNSTAIRS","tBodyAccJerk-std-Z",-0.246061882112444
"11239","train","21","WALKING_DOWNSTAIRS","tBodyAccJerkMag-mean",-0.0802241799933333
"11240","train","21","WALKING_DOWNSTAIRS","tBodyAccJerkMag-std",0.0952339404955556
"11241","train","21","WALKING_DOWNSTAIRS","tBodyAccMag-mean",0.245771699004444
"11242","train","21","WALKING_DOWNSTAIRS","tBodyAccMag-std",0.264341903711111
"11243","train","21","WALKING_DOWNSTAIRS","tBodyGyro-mean-X",-0.126388023595556
"11244","train","21","WALKING_DOWNSTAIRS","tBodyGyro-mean-Y",0.0162145300888889
"11245","train","21","WALKING_DOWNSTAIRS","tBodyGyro-mean-Z",0.148610020955556
"11246","train","21","WALKING_DOWNSTAIRS","tBodyGyro-std-X",-0.442148617666667
"11247","train","21","WALKING_DOWNSTAIRS","tBodyGyro-std-Y",-0.353733478222222
"11248","train","21","WALKING_DOWNSTAIRS","tBodyGyro-std-Z",-0.349759493777778
"11249","train","21","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-X",-0.0726461849022222
"11250","train","21","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-Y",-0.07359521674
"11251","train","21","WALKING_DOWNSTAIRS","tBodyGyroJerk-mean-Z",-0.0788436473888889
"11252","train","21","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-X",-0.549648320222222
"11253","train","21","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-Y",-0.442426840888889
"11254","train","21","WALKING_DOWNSTAIRS","tBodyGyroJerk-std-Z",-0.428337693333333
"11255","train","21","WALKING_DOWNSTAIRS","tBodyGyroJerkMag-mean",-0.452828682444444
"11256","train","21","WALKING_DOWNSTAIRS","tBodyGyroJerkMag-std",-0.509130858444444
"11257","train","21","WALKING_DOWNSTAIRS","tBodyGyroMag-mean",-0.184850019535556
"11258","train","21","WALKING_DOWNSTAIRS","tBodyGyroMag-std",-0.388420328666667
"11259","train","21","WALKING_DOWNSTAIRS","tGravityAcc-mean-X",0.872683205555556
"11260","train","21","WALKING_DOWNSTAIRS","tGravityAcc-mean-Y",-0.356673289555556
"11261","train","21","WALKING_DOWNSTAIRS","tGravityAcc-mean-Z",-0.187870253333333
"11262","train","21","WALKING_DOWNSTAIRS","tGravityAcc-std-X",-0.940194827777778
"11263","train","21","WALKING_DOWNSTAIRS","tGravityAcc-std-Y",-0.940111830666667
"11264","train","21","WALKING_DOWNSTAIRS","tGravityAcc-std-Z",-0.916324556888889
"11265","train","21","WALKING_DOWNSTAIRS","tGravityAccMag-mean",0.245771699004444
"11266","train","21","WALKING_DOWNSTAIRS","tGravityAccMag-std",0.264341903711111
"11267","train","21","WALKING_UPSTAIRS","a(tBodyAccJerkMean),gravityMean)",-0.0664956520638298
"11268","train","21","WALKING_UPSTAIRS","a(tBodyAccMean,gravity)",-0.031592032893617
"11269","train","21","WALKING_UPSTAIRS","a(tBodyGyroJerkMean,gravityMean)",0.1652581083
"11270","train","21","WALKING_UPSTAIRS","a(tBodyGyroMean,gravityMean)",-0.217555238085106
"11271","train","21","WALKING_UPSTAIRS","a(X,gravityMean)",-0.467414943829787
"11272","train","21","WALKING_UPSTAIRS","a(Y,gravityMean)",0.386758519148936
"11273","train","21","WALKING_UPSTAIRS","a(Z,gravityMean)",0.241093136595745
"11274","train","21","WALKING_UPSTAIRS","fBodyAcc-mean-X",-0.319169340234043
"11275","train","21","WALKING_UPSTAIRS","fBodyAcc-mean-X.1",-0.417990596617021
"11276","train","21","WALKING_UPSTAIRS","fBodyAcc-mean-Y",0.0221598658106383
"11277","train","21","WALKING_UPSTAIRS","fBodyAcc-mean-Y.1",-0.0961003618297872
"11278","train","21","WALKING_UPSTAIRS","fBodyAcc-mean-Z",-0.321712974042553
"11279","train","21","WALKING_UPSTAIRS","fBodyAcc-mean-Z.1",-0.136431040812766
"11280","train","21","WALKING_UPSTAIRS","fBodyAcc-std-X",-0.213184048
"11281","train","21","WALKING_UPSTAIRS","fBodyAcc-std-Y",0.0823434279595745
"11282","train","21","WALKING_UPSTAIRS","fBodyAcc-std-Z",-0.22716417293617
"11283","train","21","WALKING_UPSTAIRS","fBodyAccJerk-mean-X",-0.436839580425532
"11284","train","21","WALKING_UPSTAIRS","fBodyAccJerk-mean-X.1",-0.267817083638298
"11285","train","21","WALKING_UPSTAIRS","fBodyAccJerk-mean-Y",-0.205067301297872
"11286","train","21","WALKING_UPSTAIRS","fBodyAccJerk-mean-Y.1",-0.297830831408511
"11287","train","21","WALKING_UPSTAIRS","fBodyAccJerk-mean-Z",-0.519815170851064
"11288","train","21","WALKING_UPSTAIRS","fBodyAccJerk-mean-Z.1",-0.395904943744681
"11289","train","21","WALKING_UPSTAIRS","fBodyAccJerk-std-X",-0.462972848723404
"11290","train","21","WALKING_UPSTAIRS","fBodyAccJerk-std-Y",-0.261261053404255
"11291","train","21","WALKING_UPSTAIRS","fBodyAccJerk-std-Z",-0.603127367234043
"11292","train","21","WALKING_UPSTAIRS","fBodyAccJerkMag-mean",-0.355443706553191
"11293","train","21","WALKING_UPSTAIRS","fBodyAccJerkMag-mean.1",0.167901534925532
"11294","train","21","WALKING_UPSTAIRS","fBodyAccJerkMag-std",-0.47772185
"11295","train","21","WALKING_UPSTAIRS","fBodyAccMag-mean",-0.257894449148936
"11296","train","21","WALKING_UPSTAIRS","fBodyAccMag-mean.1",0.029334838793617
"11297","train","21","WALKING_UPSTAIRS","fBodyAccMag-std",-0.403357611702128
"11298","train","21","WALKING_UPSTAIRS","fBodyGyro-mean-X",-0.446974007021277
"11299","train","21","WALKING_UPSTAIRS","fBodyGyro-mean-X.1",-0.144902649710638
"11300","train","21","WALKING_UPSTAIRS","fBodyGyro-mean-Y",-0.446691581702128
"11301","train","21","WALKING_UPSTAIRS","fBodyGyro-mean-Y.1",-0.101887933444681
"11302","train","21","WALKING_UPSTAIRS","fBodyGyro-mean-Z",-0.155762354829787
"11303","train","21","WALKING_UPSTAIRS","fBodyGyro-mean-Z.1",-0.360449590021277
"11304","train","21","WALKING_UPSTAIRS","fBodyGyro-std-X",-0.560968048723404
"11305","train","21","WALKING_UPSTAIRS","fBodyGyro-std-Y",-0.478299637021277
"11306","train","21","WALKING_UPSTAIRS","fBodyGyro-std-Z",0.0130916351042553
"11307","train","21","WALKING_UPSTAIRS","fBodyGyroJerkMag-mean",-0.628915748723404
"11308","train","21","WALKING_UPSTAIRS","fBodyGyroJerkMag-mean.1",0.20815593406383
"11309","train","21","WALKING_UPSTAIRS","fBodyGyroJerkMag-std",-0.700980410425532
"11310","train","21","WALKING_UPSTAIRS","fBodyGyroMag-mean",-0.475369886808511
"11311","train","21","WALKING_UPSTAIRS","fBodyGyroMag-mean.1",-0.0184299309085106
"11312","train","21","WALKING_UPSTAIRS","fBodyGyroMag-std",-0.483407096425532
"11313","train","21","WALKING_UPSTAIRS","tBodyAcc-mean-X",0.265194544680851
"11314","train","21","WALKING_UPSTAIRS","tBodyAcc-mean-Y",-0.0237218695148936
"11315","train","21","WALKING_UPSTAIRS","tBodyAcc-mean-Z",-0.125414265340426
"11316","train","21","WALKING_UPSTAIRS","tBodyAcc-std-X",-0.240808282276596
"11317","train","21","WALKING_UPSTAIRS","tBodyAcc-std-Y",0.109787469104255
"11318","train","21","WALKING_UPSTAIRS","tBodyAcc-std-Z",-0.219707928574468
"11319","train","21","WALKING_UPSTAIRS","tBodyAccJerk-mean-X",0.104034223065957
"11320","train","21","WALKING_UPSTAIRS","tBodyAccJerk-mean-Y",-0.0156290073042553
"11321","train","21","WALKING_UPSTAIRS","tBodyAccJerk-mean-Z",-0.0360115472978723
"11322","train","21","WALKING_UPSTAIRS","tBodyAccJerk-std-X",-0.424052014680851
"11323","train","21","WALKING_UPSTAIRS","tBodyAccJerk-std-Y",-0.203209665702128
"11324","train","21","WALKING_UPSTAIRS","tBodyAccJerk-std-Z",-0.562052350212766
"11325","train","21","WALKING_UPSTAIRS","tBodyAccJerkMag-mean",-0.355047693617021
"11326","train","21","WALKING_UPSTAIRS","tBodyAccJerkMag-std",-0.404183875893617
"11327","train","21","WALKING_UPSTAIRS","tBodyAccMag-mean",-0.0810453188106383
"11328","train","21","WALKING_UPSTAIRS","tBodyAccMag-std",-0.278474283829787
"11329","train","21","WALKING_UPSTAIRS","tBodyGyro-mean-X",0.062608688893617
"11330","train","21","WALKING_UPSTAIRS","tBodyGyro-mean-Y",-0.155622431382979
"11331","train","21","WALKING_UPSTAIRS","tBodyGyro-mean-Z",-0.00546829763829787
"11332","train","21","WALKING_UPSTAIRS","tBodyGyro-std-X",-0.53190941893617
"11333","train","21","WALKING_UPSTAIRS","tBodyGyro-std-Y",-0.463136841489362
"11334","train","21","WALKING_UPSTAIRS","tBodyGyro-std-Z",0.0517155421740426
"11335","train","21","WALKING_UPSTAIRS","tBodyGyroJerk-mean-X",-0.144351492595745
"11336","train","21","WALKING_UPSTAIRS","tBodyGyroJerk-mean-Y",-0.0132022768074468
"11337","train","21","WALKING_UPSTAIRS","tBodyGyroJerk-mean-Z",-0.00694066389361702
"11338","train","21","WALKING_UPSTAIRS","tBodyGyroJerk-std-X",-0.573541839148936
"11339","train","21","WALKING_UPSTAIRS","tBodyGyroJerk-std-Y",-0.604469603617021
"11340","train","21","WALKING_UPSTAIRS","tBodyGyroJerk-std-Z",-0.564149244893617
"11341","train","21","WALKING_UPSTAIRS","tBodyGyroJerkMag-mean",-0.577935642978723
"11342","train","21","WALKING_UPSTAIRS","tBodyGyroJerkMag-std",-0.647723419148936
"11343","train","21","WALKING_UPSTAIRS","tBodyGyroMag-mean",-0.168982721146809
"11344","train","21","WALKING_UPSTAIRS","tBodyGyroMag-std",-0.420236002514894
"11345","train","21","WALKING_UPSTAIRS","tGravityAcc-mean-X",0.781177210851064
"11346","train","21","WALKING_UPSTAIRS","tGravityAcc-mean-Y",-0.432309617446809
"11347","train","21","WALKING_UPSTAIRS","tGravityAcc-mean-Z",-0.309735038510638
"11348","train","21","WALKING_UPSTAIRS","tGravityAcc-std-X",-0.940911635531915
"11349","train","21","WALKING_UPSTAIRS","tGravityAcc-std-Y",-0.941523624255319
"11350","train","21","WALKING_UPSTAIRS","tGravityAcc-std-Z",-0.932716253829787
"11351","train","21","WALKING_UPSTAIRS","tGravityAccMag-mean",-0.0810453188106383
"11352","train","21","WALKING_UPSTAIRS","tGravityAccMag-std",-0.278474283829787
"11353","train","22","LAYING","a(tBodyAccJerkMean),gravityMean)",0.0484043605875
"11354","train","22","LAYING","a(tBodyAccMean,gravity)",0.0276393547430556
"11355","train","22","LAYING","a(tBodyGyroJerkMean,gravityMean)",0.0510977907694444
"11356","train","22","LAYING","a(tBodyGyroMean,gravityMean)",0.00993819332222222
"11357","train","22","LAYING","a(X,gravityMean)",0.552457232083333
"11358","train","22","LAYING","a(Y,gravityMean)",-0.399009865138889
"11359","train","22","LAYING","a(Z,gravityMean)",-0.603348695833333
"11360","train","22","LAYING","fBodyAcc-mean-X",-0.953758542777778
"11361","train","22","LAYING","fBodyAcc-mean-X.1",-0.224663531040542
"11362","train","22","LAYING","fBodyAcc-mean-Y",-0.925524703472222
"11363","train","22","LAYING","fBodyAcc-mean-Y.1",0.0878775831008333
"11364","train","22","LAYING","fBodyAcc-mean-Z",-0.954219235555556
"11365","train","22","LAYING","fBodyAcc-mean-Z.1",0.214869419902778
"11366","train","22","LAYING","fBodyAcc-std-X",-0.945656808055556
"11367","train","22","LAYING","fBodyAcc-std-Y",-0.912562856666667
"11368","train","22","LAYING","fBodyAcc-std-Z",-0.941163951388889
"11369","train","22","LAYING","fBodyAccJerk-mean-X",-0.969570326944444
"11370","train","22","LAYING","fBodyAccJerk-mean-X.1",0.0734034055506944
"11371","train","22","LAYING","fBodyAccJerk-mean-Y",-0.954833264305556
"11372","train","22","LAYING","fBodyAccJerk-mean-Y.1",-0.12196479475
"11373","train","22","LAYING","fBodyAccJerk-mean-Z",-0.970918941666667
"11374","train","22","LAYING","fBodyAccJerk-mean-Z.1",0.0415523452236111
"11375","train","22","LAYING","fBodyAccJerk-std-X",-0.974126068055556
"11376","train","22","LAYING","fBodyAccJerk-std-Y",-0.9589609575
"11377","train","22","LAYING","fBodyAccJerk-std-Z",-0.976833164027778
"11378","train","22","LAYING","fBodyAccJerkMag-mean",-0.962654791527778
"11379","train","22","LAYING","fBodyAccJerkMag-mean.1",0.208852833405556
"11380","train","22","LAYING","fBodyAccJerkMag-std",-0.955635614444444
"11381","train","22","LAYING","fBodyAccMag-mean",-0.929818990972222
"11382","train","22","LAYING","fBodyAccMag-mean.1",0.0988290426666667
"11383","train","22","LAYING","fBodyAccMag-std",-0.913267251263889
"11384","train","22","LAYING","fBodyGyro-mean-X",-0.95336692
"11385","train","22","LAYING","fBodyGyro-mean-X.1",-0.116959069579167
"11386","train","22","LAYING","fBodyGyro-mean-Y",-0.964698258611111
"11387","train","22","LAYING","fBodyGyro-mean-Y.1",-0.143181333825
"11388","train","22","LAYING","fBodyGyro-mean-Z",-0.942570240416667
"11389","train","22","LAYING","fBodyGyro-mean-Z.1",0.0627250150652778
"11390","train","22","LAYING","fBodyGyro-std-X",-0.958030986944444
"11391","train","22","LAYING","fBodyGyro-std-Y",-0.960711254583333
"11392","train","22","LAYING","fBodyGyro-std-Z",-0.936965638611111
"11393","train","22","LAYING","fBodyGyroJerkMag-mean",-0.976638980972222
"11394","train","22","LAYING","fBodyGyroJerkMag-mean.1",0.112423708402778
"11395","train","22","LAYING","fBodyGyroJerkMag-std",-0.972789020833333
"11396","train","22","LAYING","fBodyGyroMag-mean",-0.946055840972222
"11397","train","22","LAYING","fBodyGyroMag-mean.1",-0.0786142233430556
"11398","train","22","LAYING","fBodyGyroMag-std",-0.923552358194444
"11399","train","22","LAYING","tBodyAcc-mean-X",0.279959721194444
"11400","train","22","LAYING","tBodyAcc-mean-Y",-0.0142629864502778
"11401","train","22","LAYING","tBodyAcc-mean-Z",-0.110800924652778
"11402","train","22","LAYING","tBodyAcc-std-X",-0.947735251944444
"11403","train","22","LAYING","tBodyAcc-std-Y",-0.913276301666667
"11404","train","22","LAYING","tBodyAcc-std-Z",-0.942945807916667
"11405","train","22","LAYING","tBodyAccJerk-mean-X",0.0752202242222222
"11406","train","22","LAYING","tBodyAccJerk-mean-Y",0.00459834754236111
"11407","train","22","LAYING","tBodyAccJerk-mean-Z",-0.00467438744166667
"11408","train","22","LAYING","tBodyAccJerk-std-X",-0.970355191527778
"11409","train","22","LAYING","tBodyAccJerk-std-Y",-0.955151526805556
"11410","train","22","LAYING","tBodyAccJerk-std-Z",-0.974527011944444
"11411","train","22","LAYING","tBodyAccJerkMag-mean",-0.971169779305556
"11412","train","22","LAYING","tBodyAccJerkMag-std",-0.959849821805556
"11413","train","22","LAYING","tBodyAccMag-mean",-0.934993799305556
"11414","train","22","LAYING","tBodyAccMag-std",-0.909407761152778
"11415","train","22","LAYING","tBodyGyro-mean-X",-0.0208311371125
"11416","train","22","LAYING","tBodyGyro-mean-Y",-0.09257231175
"11417","train","22","LAYING","tBodyGyro-mean-Z",0.145003879319444
"11418","train","22","LAYING","tBodyGyro-std-X",-0.956641905833333
"11419","train","22","LAYING","tBodyGyro-std-Y",-0.9618849625
"11420","train","22","LAYING","tBodyGyro-std-Z",-0.933251870694444
"11421","train","22","LAYING","tBodyGyroJerk-mean-X",-0.100203934722222
"11422","train","22","LAYING","tBodyGyroJerk-mean-Y",-0.037608730565
"11423","train","22","LAYING","tBodyGyroJerk-mean-Z",-0.0702723568194445
"11424","train","22","LAYING","tBodyGyroJerk-std-X",-0.972092602916667
"11425","train","22","LAYING","tBodyGyroJerk-std-Y",-0.980484171388889
"11426","train","22","LAYING","tBodyGyroJerk-std-Z",-0.978636301805555
"11427","train","22","LAYING","tBodyGyroJerkMag-mean",-0.981716936388889
"11428","train","22","LAYING","tBodyGyroJerkMag-std",-0.974201690972222
"11429","train","22","LAYING","tBodyGyroMag-mean",-0.926616373333333
"11430","train","22","LAYING","tBodyGyroMag-std",-0.923911565972222
"11431","train","22","LAYING","tGravityAcc-mean-X",-0.418494577083333
"11432","train","22","LAYING","tGravityAcc-mean-Y",0.632484075694444
"11433","train","22","LAYING","tGravityAcc-mean-Z",0.771903907083333
"11434","train","22","LAYING","tGravityAcc-std-X",-0.928781249027778
"11435","train","22","LAYING","tGravityAcc-std-Y",-0.958826938556944
"11436","train","22","LAYING","tGravityAcc-std-Z",-0.952435389166667
"11437","train","22","LAYING","tGravityAccMag-mean",-0.934993799305556
"11438","train","22","LAYING","tGravityAccMag-std",-0.909407761152778
"11439","train","22","SITTING","a(tBodyAccJerkMean),gravityMean)",-0.0152935294256452
"11440","train","22","SITTING","a(tBodyAccMean,gravity)",-0.00310506776290323
"11441","train","22","SITTING","a(tBodyGyroJerkMean,gravityMean)",-0.00874391463064516
"11442","train","22","SITTING","a(tBodyGyroMean,gravityMean)",0.0570502921935484
"11443","train","22","SITTING","a(X,gravityMean)",-0.606494097903226
"11444","train","22","SITTING","a(Y,gravityMean)",-0.0624642647935484
"11445","train","22","SITTING","a(Z,gravityMean)",-0.2051951285
"11446","train","22","SITTING","fBodyAcc-mean-X",-0.978505368225806
"11447","train","22","SITTING","fBodyAcc-mean-X.1",-0.162725371198387
"11448","train","22","SITTING","fBodyAcc-mean-Y",-0.939546007903226
"11449","train","22","SITTING","fBodyAcc-mean-Y.1",-0.0080693304516129
"11450","train","22","SITTING","fBodyAcc-mean-Z",-0.946635312419355
"11451","train","22","SITTING","fBodyAcc-mean-Z.1",-0.099919259516129
"11452","train","22","SITTING","fBodyAcc-std-X",-0.97862319016129
"11453","train","22","SITTING","fBodyAcc-std-Y",-0.926995253483871
"11454","train","22","SITTING","fBodyAcc-std-Z",-0.909344305645161
"11455","train","22","SITTING","fBodyAccJerk-mean-X",-0.980944505967742
"11456","train","22","SITTING","fBodyAccJerk-mean-X.1",0.214704630348387
"11457","train","22","SITTING","fBodyAccJerk-mean-Y",-0.963129472580645
"11458","train","22","SITTING","fBodyAccJerk-mean-Y.1",-0.0605385147354839
"11459","train","22","SITTING","fBodyAccJerk-mean-Z",-0.975330718709677
"11460","train","22","SITTING","fBodyAccJerk-mean-Z.1",-0.0355355531241935
"11461","train","22","SITTING","fBodyAccJerk-std-X",-0.984299609032258
"11462","train","22","SITTING","fBodyAccJerk-std-Y",-0.969776055483871
"11463","train","22","SITTING","fBodyAccJerk-std-Z",-0.981272224354839
"11464","train","22","SITTING","fBodyAccJerkMag-mean",-0.968908297096774
"11465","train","22","SITTING","fBodyAccJerkMag-mean.1",0.207314701474194
"11466","train","22","SITTING","fBodyAccJerkMag-std",-0.967026275967742
"11467","train","22","SITTING","fBodyAccMag-mean",-0.943078237096774
"11468","train","22","SITTING","fBodyAccMag-mean.1",-0.0543672717149677
"11469","train","22","SITTING","fBodyAccMag-std",-0.926798029822581
"11470","train","22","SITTING","fBodyGyro-mean-X",-0.977266731129032
"11471","train","22","SITTING","fBodyGyro-mean-X.1",-0.0392582344514516
"11472","train","22","SITTING","fBodyGyro-mean-Y",-0.959161754193548
"11473","train","22","SITTING","fBodyGyro-mean-Y.1",-0.273301879941935
"11474","train","22","SITTING","fBodyGyro-mean-Z",-0.948367052258065
"11475","train","22","SITTING","fBodyGyro-mean-Z.1",-0.11797502196129
"11476","train","22","SITTING","fBodyGyro-std-X",-0.982373346290323
"11477","train","22","SITTING","fBodyGyro-std-Y",-0.946107943548387
"11478","train","22","SITTING","fBodyGyro-std-Z",-0.951045695483871
"11479","train","22","SITTING","fBodyGyroJerkMag-mean",-0.977775448387097
"11480","train","22","SITTING","fBodyGyroJerkMag-mean.1",0.0911684162903226
"11481","train","22","SITTING","fBodyGyroJerkMag-std",-0.976318114516129
"11482","train","22","SITTING","fBodyGyroMag-mean",-0.951952767258065
"11483","train","22","SITTING","fBodyGyroMag-mean.1",-0.17107118966129
"11484","train","22","SITTING","fBodyGyroMag-std",-0.93356300983871
